name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,speed_at_capacity,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,orientation_code,loop_code,
,31915,31915_AB,,,44532,44529, Outlying CBD_Unmetered Ramps,1,0.08704,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.907860,33.386156,0.0 -111.908915,33.386191,0.0 -111.909001,33.386177,0.0 -111.909092,33.386141,0.0 -111.909174,33.386087,0.0 -111.909225,33.386032,0.0 -111.909252,33.385974,0.0</coordinates></LineString>","<LineString><coordinates>-111.907860,33.386156,0.0 -111.908915,33.386191,0.0 -111.909001,33.386177,0.0 -111.909092,33.386141,0.0 -111.909174,33.386087,0.0 -111.909225,33.386032,0.0 -111.909252,33.385974,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31916,31916_AB,,,44536,44537, Outlying CBD_Unmetered Ramps,1,0.04727,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909255,33.385523,0.0 -111.909227,33.385338,0.0 -111.909188,33.385259,0.0 -111.909138,33.385228,0.0 -111.909085,33.385207,0.0 -111.908713,33.385190,0.0</coordinates></LineString>","<LineString><coordinates>-111.909255,33.385523,0.0 -111.909227,33.385338,0.0 -111.909188,33.385259,0.0 -111.909138,33.385228,0.0 -111.909085,33.385207,0.0 -111.908713,33.385190,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31917,31917_AB,,,44535,44537, Outlying CBD_Unmetered Ramps,1,0.05766,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909030,33.384478,0.0 -111.908998,33.384937,0.0 -111.908971,33.385032,0.0 -111.908926,33.385092,0.0 -111.908840,33.385156,0.0 -111.908713,33.385190,0.0</coordinates></LineString>","<LineString><coordinates>-111.909030,33.384478,0.0 -111.908998,33.384937,0.0 -111.908971,33.385032,0.0 -111.908926,33.385092,0.0 -111.908840,33.385156,0.0 -111.908713,33.385190,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31918,31918_AB,,,44538,44534, Outlying CBD_Major Arterials ,1,0.04134,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909258,33.384961,0.0 -111.909260,33.384516,0.0 -111.909174,33.384379,0.0</coordinates></LineString>","<LineString><coordinates>-111.909258,33.384961,0.0 -111.909260,33.384516,0.0 -111.909174,33.384379,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31919,31919_AB,,,44539,44540, Outlying CBD_Unmetered Ramps,1,0.07583,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910619,33.385239,0.0 -111.909458,33.385175,0.0 -111.909310,33.385178,0.0</coordinates></LineString>","<LineString><coordinates>-111.910619,33.385239,0.0 -111.909458,33.385175,0.0 -111.909310,33.385178,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31920,31920_AB,,,44536,44538, Outlying CBD_Major Arterials ,1,0.03873,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909255,33.385523,0.0 -111.909258,33.384961,0.0</coordinates></LineString>","<LineString><coordinates>-111.909255,33.385523,0.0 -111.909258,33.384961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31921,31921_AB,,,44539,44538, Outlying CBD_Unmetered Ramps,1,0.08563,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910619,33.385239,0.0 -111.909530,33.385158,0.0 -111.909394,33.385123,0.0 -111.909326,33.385087,0.0 -111.909279,33.385009,0.0 -111.909258,33.384961,0.0</coordinates></LineString>","<LineString><coordinates>-111.910619,33.385239,0.0 -111.909530,33.385158,0.0 -111.909394,33.385123,0.0 -111.909326,33.385087,0.0 -111.909279,33.385009,0.0 -111.909258,33.384961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31922,31922_AB,,,44541,44542, Outlying CBD_Major Arterials ,1,0.03439,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909042,33.385392,0.0 -111.909048,33.385891,0.0</coordinates></LineString>","<LineString><coordinates>-111.909042,33.385392,0.0 -111.909048,33.385891,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31923,31923_AB,,,44539,44541, Outlying CBD_Unmetered Ramps,1,0.09904,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910619,33.385239,0.0 -111.909400,33.385211,0.0 -111.909312,33.385209,0.0 -111.909236,33.385213,0.0 -111.909193,33.385213,0.0 -111.909162,33.385214,0.0 -111.909115,33.385235,0.0 -111.909080,33.385288,0.0 -111.909059,33.385333,0.0 -111.909042,33.385392,0.0</coordinates></LineString>","<LineString><coordinates>-111.910619,33.385239,0.0 -111.909400,33.385211,0.0 -111.909312,33.385209,0.0 -111.909236,33.385213,0.0 -111.909193,33.385213,0.0 -111.909162,33.385214,0.0 -111.909115,33.385235,0.0 -111.909080,33.385288,0.0 -111.909059,33.385333,0.0 -111.909042,33.385392,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31924,31924_AB,,,44543,44539, Outlying CBD_Metered Ramps ,1,0.01517,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910881,33.385251,0.0 -111.910619,33.385239,0.0</coordinates></LineString>","<LineString><coordinates>-111.910881,33.385251,0.0 -111.910619,33.385239,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31925,31925_AB,,,44535,44541, Outlying CBD_Major Arterials ,1,0.06299,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909030,33.384478,0.0 -111.909042,33.385392,0.0</coordinates></LineString>","<LineString><coordinates>-111.909030,33.384478,0.0 -111.909042,33.385392,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31926,31926_AB,,,44540,44541, Outlying CBD_Unmetered Ramps,1,0.02682,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909310,33.385178,0.0 -111.909115,33.385182,0.0 -111.909068,33.385230,0.0 -111.909064,33.385257,0.0 -111.909042,33.385392,0.0</coordinates></LineString>","<LineString><coordinates>-111.909310,33.385178,0.0 -111.909115,33.385182,0.0 -111.909068,33.385230,0.0 -111.909064,33.385257,0.0 -111.909042,33.385392,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31927,31927_AB,,,44540,44538, Outlying CBD_Unmetered Ramps,1,0.01525,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909310,33.385178,0.0 -111.909258,33.384961,0.0</coordinates></LineString>","<LineString><coordinates>-111.909310,33.385178,0.0 -111.909258,33.384961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31928,31928_AB,,,44533,44529, Outlying CBD_Unmetered Ramps,1,0.02722,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909016,33.386214,0.0 -111.909188,33.386211,0.0 -111.909215,33.386192,0.0 -111.909229,33.386160,0.0 -111.909252,33.385974,0.0</coordinates></LineString>","<LineString><coordinates>-111.909016,33.386214,0.0 -111.909188,33.386211,0.0 -111.909215,33.386192,0.0 -111.909229,33.386160,0.0 -111.909252,33.385974,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31929,31929_AB,,,44542,44530, Outlying CBD_Major Arterials ,1,0.03715,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909048,33.385891,0.0 -111.909055,33.386430,0.0</coordinates></LineString>","<LineString><coordinates>-111.909048,33.385891,0.0 -111.909055,33.386430,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31930,31930_AB,,,44542,44528, Outlying CBD_Unmetered Ramps,1,0.04893,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909048,33.385891,0.0 -111.909096,33.386034,0.0 -111.909126,33.386074,0.0 -111.909178,33.386122,0.0 -111.909207,33.386136,0.0 -111.909317,33.386180,0.0 -111.909387,33.386201,0.0 -111.909693,33.386201,0.0</coordinates></LineString>","<LineString><coordinates>-111.909048,33.385891,0.0 -111.909096,33.386034,0.0 -111.909126,33.386074,0.0 -111.909178,33.386122,0.0 -111.909207,33.386136,0.0 -111.909317,33.386180,0.0 -111.909387,33.386201,0.0 -111.909693,33.386201,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31931,31931_AB,,,44529,44536, Outlying CBD_Major Arterials ,1,0.03108,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909252,33.385974,0.0 -111.909255,33.385523,0.0</coordinates></LineString>","<LineString><coordinates>-111.909252,33.385974,0.0 -111.909255,33.385523,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31932,31932_AB,,,44533,44530, Outlying CBD_Unmetered Ramps,1,0.01506,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909016,33.386214,0.0 -111.909055,33.386430,0.0</coordinates></LineString>","<LineString><coordinates>-111.909016,33.386214,0.0 -111.909055,33.386430,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31933,31933_AB,,,13539,48566, Outlying CBD_Metered Ramps ,1,0.24096,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.903550,33.386076,0.0 -111.907717,33.386146,0.0</coordinates></LineString>","<LineString><coordinates>-111.903550,33.386076,0.0 -111.907717,33.386146,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,31934,31934_AB,,,44531,44527, Outlying CBD_Major Arterials ,1,0.00783,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909165,33.387038,0.0 -111.909246,33.386947,0.0</coordinates></LineString>","<LineString><coordinates>-111.909165,33.387038,0.0 -111.909246,33.386947,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32558,32558_AB,,,45034,48470, Outlying CBD_Unmetered Ramps,1,0.02174,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.968254,33.450977,0.0 -111.968275,33.451292,0.0</coordinates></LineString>","<LineString><coordinates>-111.968254,33.450977,0.0 -111.968275,33.451292,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32559,32559_AB,,,45036,45037, Outlying CBD_Unmetered Ramps,1,0.01669,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969774,33.450933,0.0 -111.969735,33.450693,0.0</coordinates></LineString>","<LineString><coordinates>-111.969774,33.450933,0.0 -111.969735,33.450693,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32560,32560_AB,,,45038,45039, Outlying CBD_Major Arterials ,1,0.02392,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969785,33.455916,0.0 -111.969796,33.455569,0.0</coordinates></LineString>","<LineString><coordinates>-111.969785,33.455916,0.0 -111.969796,33.455569,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32561,32561_AB,,,45040,45041, Outlying CBD_Major Arterials ,1,0.04235,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.967748,33.451010,0.0 -111.968481,33.451011,0.0</coordinates></LineString>","<LineString><coordinates>-111.967748,33.451010,0.0 -111.968481,33.451011,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32562,32562_AB,,,45039,45042, Outlying CBD_Major Arterials ,1,0.06541,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969796,33.455569,0.0 -111.969807,33.454620,0.0</coordinates></LineString>","<LineString><coordinates>-111.969796,33.455569,0.0 -111.969807,33.454620,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32563,32563_AB,,,45043,45044, Outlying CBD_Major Arterials ,1,0.03148,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969229,33.453556,0.0 -111.969352,33.454001,0.0</coordinates></LineString>","<LineString><coordinates>-111.969229,33.453556,0.0 -111.969352,33.454001,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32564,32564_AB,,,45043,45045, Outlying CBD_Collectors,1,0.03397,1,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969229,33.453552,0.0 -111.969817,33.453552,0.0</coordinates></LineString>","<LineString><coordinates>-111.969229,33.453556,0.0 -111.969817,33.453556,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,32564,,,
,32564,32564_BA,,,45045,45043, Outlying CBD_Collectors,1,0.04667,1,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.969817,33.453552,0.0 -111.969229,33.453552,0.0</coordinates></LineString>","<LineString><coordinates>-111.969817,33.453556,0.0 -111.969229,33.453556,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,32564,,,
,32565,32565_AB,,,45046,45047, Outlying CBD_Unmetered Ramps,1,0.06635,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.970643,33.455026,0.0 -111.969972,33.455099,0.0 -111.969871,33.455121,0.0 -111.969744,33.455215,0.0 -111.969707,33.455256,0.0 -111.969692,33.455370,0.0</coordinates></LineString>","<LineString><coordinates>-111.970643,33.455026,0.0 -111.969972,33.455099,0.0 -111.969871,33.455121,0.0 -111.969744,33.455215,0.0 -111.969707,33.455256,0.0 -111.969692,33.455370,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32566,32566_AB,,,45048,45046, Outlying CBD_Metered Ramps ,1,0.00788,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.970772,33.454989,0.0 -111.970643,33.455026,0.0</coordinates></LineString>","<LineString><coordinates>-111.970772,33.454989,0.0 -111.970643,33.455026,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32587,32587_AB,,,12660,45071, Outlying CBD_Metered Ramps ,1,0.05323,2,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.958683,33.437776,0.0 -111.959533,33.438074,0.0</coordinates></LineString>","<LineString><coordinates>-111.958683,33.437776,0.0 -111.959533,33.438074,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32588,32588_AB,,,45072,45073, Outlying CBD_Major Arterials ,1,0.01175,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960673,33.439325,0.0 -111.960862,33.439262,0.0</coordinates></LineString>","<LineString><coordinates>-111.960673,33.439325,0.0 -111.960862,33.439262,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32590,32590_AB,,,45075,45076, Outlying CBD_Unmetered Ramps,1,0.04511,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.961806,33.437270,0.0 -111.961032,33.437184,0.0</coordinates></LineString>","<LineString><coordinates>-111.961806,33.437270,0.0 -111.961032,33.437184,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32591,32591_AB,,,45077,45072, Outlying CBD_Major Arterials ,1,0.04414,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960617,33.438692,0.0 -111.960594,33.439012,0.0 -111.960673,33.439325,0.0</coordinates></LineString>","<LineString><coordinates>-111.960617,33.438692,0.0 -111.960594,33.439012,0.0 -111.960673,33.439325,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32592,32592_AB,,,45040,48470, Outlying CBD_Unmetered Ramps,1,0.04276,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.967748,33.451010,0.0 -111.968161,33.451057,0.0 -111.968245,33.451112,0.0 -111.968275,33.451292,0.0</coordinates></LineString>","<LineString><coordinates>-111.967748,33.451010,0.0 -111.968161,33.451057,0.0 -111.968245,33.451112,0.0 -111.968275,33.451292,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32593,32593_AB,,,45078,45079, Outlying CBD_Metered Ramps ,1,0.00965,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.968248,33.449966,0.0 -111.968248,33.450106,0.0</coordinates></LineString>","<LineString><coordinates>-111.968248,33.449966,0.0 -111.968248,33.450106,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32594,32594_AB,,,45071,45080, Outlying CBD_Unmetered Ramps,1,0.06645,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.959533,33.438074,0.0 -111.960598,33.438438,0.0</coordinates></LineString>","<LineString><coordinates>-111.959533,33.438074,0.0 -111.960598,33.438438,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32595,32595_AB,,,45081,45082, Outlying CBD_Unmetered Ramps,1,0.09978,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.947839,33.436513,0.0 -111.949470,33.436662,0.0 -111.949556,33.436667,0.0</coordinates></LineString>","<LineString><coordinates>-111.947839,33.436513,0.0 -111.949470,33.436662,0.0 -111.949556,33.436667,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32596,32596_AB,,,45083,45081, Outlying CBD_Metered Ramps ,1,0.01273,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.947621,33.436486,0.0 -111.947839,33.436513,0.0</coordinates></LineString>","<LineString><coordinates>-111.947621,33.436486,0.0 -111.947839,33.436513,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32641,32641_AB,,,45154,45155, Outlying CBD_Unmetered Ramps,1,0.10135,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.928140,33.435705,0.0 -111.926386,33.435708,0.0</coordinates></LineString>","<LineString><coordinates>-111.928140,33.435705,0.0 -111.926386,33.435708,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32642,32642_AB,,,45156,45154, Outlying CBD_Metered Ramps ,1,0.01648,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.928425,33.435697,0.0 -111.928140,33.435705,0.0</coordinates></LineString>","<LineString><coordinates>-111.928425,33.435697,0.0 -111.928140,33.435705,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32643,32643_AB,,,45157,45158, Outlying CBD_Major Arterials ,1,0.05788,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926267,33.437586,0.0 -111.926342,33.437072,0.0 -111.926341,33.436750,0.0</coordinates></LineString>","<LineString><coordinates>-111.926267,33.437586,0.0 -111.926342,33.437072,0.0 -111.926341,33.436750,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32644,32644_AB,,,45154,45159, Outlying CBD_Unmetered Ramps,1,0.10919,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.928140,33.435705,0.0 -111.926675,33.435686,0.0 -111.926462,33.435656,0.0 -111.926377,33.435579,0.0 -111.926327,33.435523,0.0</coordinates></LineString>","<LineString><coordinates>-111.928140,33.435705,0.0 -111.926675,33.435686,0.0 -111.926462,33.435656,0.0 -111.926377,33.435579,0.0 -111.926327,33.435523,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32645,32645_AB,,,45160,45161, Outlying CBD_Major Arterials ,1,0.05886,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926148,33.435252,0.0 -111.926141,33.436106,0.0</coordinates></LineString>","<LineString><coordinates>-111.926148,33.435252,0.0 -111.926141,33.436106,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32646,32646_AB,,,45162,45163, Outlying CBD_Unmetered Ramps,1,0.11721,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.924463,33.436486,0.0 -111.925687,33.436461,0.0 -111.925946,33.436404,0.0 -111.926054,33.436351,0.0 -111.926332,33.436097,0.0</coordinates></LineString>","<LineString><coordinates>-111.924463,33.436486,0.0 -111.925687,33.436461,0.0 -111.925946,33.436404,0.0 -111.926054,33.436351,0.0 -111.926332,33.436097,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32647,32647_AB,,,45162,45164, Outlying CBD_Unmetered Ramps,1,0.10479,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.924463,33.436486,0.0 -111.925552,33.436497,0.0 -111.925837,33.436532,0.0 -111.926028,33.436616,0.0 -111.926137,33.436777,0.0</coordinates></LineString>","<LineString><coordinates>-111.924463,33.436486,0.0 -111.925552,33.436497,0.0 -111.925837,33.436532,0.0 -111.926028,33.436616,0.0 -111.926137,33.436777,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32648,32648_AB,,,45163,45159, Outlying CBD_Major Arterials ,1,0.03956,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926332,33.436097,0.0 -111.926327,33.435523,0.0</coordinates></LineString>","<LineString><coordinates>-111.926332,33.436097,0.0 -111.926327,33.435523,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32649,32649_AB,,,45165,45160, Outlying CBD_Major Arterials ,1,0.04884,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926239,33.434548,0.0 -111.926153,33.435117,0.0 -111.926148,33.435252,0.0</coordinates></LineString>","<LineString><coordinates>-111.926239,33.434548,0.0 -111.926153,33.435117,0.0 -111.926148,33.435252,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32650,32650_AB,,,45154,45161, Outlying CBD_Unmetered Ramps,1,0.13313,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.928140,33.435705,0.0 -111.926731,33.435731,0.0 -111.926478,33.435732,0.0 -111.926358,33.435745,0.0 -111.926254,33.435799,0.0 -111.926204,33.435834,0.0 -111.926182,33.435866,0.0 -111.926141,33.436106,0.0</coordinates></LineString>","<LineString><coordinates>-111.928140,33.435705,0.0 -111.926731,33.435731,0.0 -111.926478,33.435732,0.0 -111.926358,33.435745,0.0 -111.926254,33.435799,0.0 -111.926204,33.435834,0.0 -111.926182,33.435866,0.0 -111.926141,33.436106,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32651,32651_AB,,,45158,45163, Outlying CBD_Major Arterials ,1,0.04501,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926341,33.436750,0.0 -111.926332,33.436097,0.0</coordinates></LineString>","<LineString><coordinates>-111.926341,33.436750,0.0 -111.926332,33.436097,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32652,32652_AB,,,45159,45165, Outlying CBD_Major Arterials ,1,0.06747,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926327,33.435523,0.0 -111.926319,33.435126,0.0 -111.926239,33.434548,0.0</coordinates></LineString>","<LineString><coordinates>-111.926327,33.435523,0.0 -111.926319,33.435126,0.0 -111.926239,33.434548,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32653,32653_AB,,,45166,45162, Outlying CBD_Unmetered Ramps,1,0.00996,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.924291,33.436477,0.0 -111.924463,33.436486,0.0</coordinates></LineString>","<LineString><coordinates>-111.924291,33.436477,0.0 -111.924463,33.436486,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32654,32654_AB,,,45167,45168, Outlying CBD_Unmetered Ramps,1,0.05376,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910445,33.436493,0.0 -111.909794,33.436487,0.0 -111.909739,33.436446,0.0 -111.909688,33.436377,0.0 -111.909645,33.436293,0.0</coordinates></LineString>","<LineString><coordinates>-111.910445,33.436493,0.0 -111.909794,33.436487,0.0 -111.909739,33.436446,0.0 -111.909688,33.436377,0.0 -111.909645,33.436293,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,32655,32655_AB,,,45169,45167, Outlying CBD_Metered Ramps ,1,0.00988,1,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910616,33.436489,0.0 -111.910445,33.436493,0.0</coordinates></LineString>","<LineString><coordinates>-111.910616,33.436489,0.0 -111.910445,33.436493,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
