g,s_index,v,p,time,node,cost
5,65,30,0,701,61,201.000000
5,66,28,0,493,61,0.000000
5,66,29,0,35,16,11.000000
5,66,29,16,36,92,12.000000
5,66,29,0,37,16,13.000000
5,66,29,0,47,46,23.000000
5,66,29,16,48,93,24.000000
5,66,29,0,49,46,25.000000
5,66,30,0,1,61,41.000000
5,66,30,0,10,47,50.000000
5,66,30,0,29,33,69.000000
5,66,30,0,32,9,72.000000
5,66,30,9,33,78,73.000000
5,66,30,0,34,9,74.000000
5,66,30,0,45,52,85.000000
5,66,30,0,53,14,93.000000
5,66,30,0,63,39,103.000000
5,66,30,9,64,79,104.000000
5,66,30,0,65,39,105.000000
5,66,30,0,76,12,116.000000
5,66,30,12,77,84,117.000000
5,66,30,0,78,12,118.000000
5,66,30,0,121,42,161.000000
5,66,30,12,122,85,162.000000
5,66,30,0,123,42,163.000000
5,66,30,0,132,10,172.000000
5,66,30,10,133,80,173.000000
5,66,30,0,134,10,174.000000
5,66,30,0,148,26,188.000000
5,66,30,0,163,40,203.000000
5,66,30,10,164,81,204.000000
5,66,30,0,165,40,205.000000
5,66,30,0,701,61,240.000000
5,67,28,0,460,61,0.000000
5,67,29,0,27,17,26.000000
5,67,29,17,28,94,27.000000
5,67,29,0,29,17,28.000000
5,67,29,0,64,47,63.000000
5,67,29,17,65,95,64.000000
5,67,29,0,66,47,65.000000
5,67,30,0,1,61,74.000000
5,67,30,0,10,47,83.000000
5,67,30,0,29,33,102.000000
5,67,30,0,32,9,105.000000
5,67,30,9,33,78,106.000000
5,67,30,0,34,9,107.000000
5,67,30,0,45,52,118.000000
5,67,30,0,53,14,126.000000
5,67,30,0,63,39,136.000000
5,67,30,9,64,79,137.000000
5,67,30,0,65,39,138.000000
5,67,30,0,76,12,149.000000
5,67,30,12,77,84,150.000000
5,67,30,0,78,12,151.000000
5,67,30,0,121,42,194.000000
5,67,30,12,122,85,195.000000
5,67,30,0,123,42,196.000000
5,67,30,0,132,10,205.000000
5,67,30,10,133,80,206.000000
5,67,30,0,134,10,207.000000
5,67,30,0,148,26,221.000000
5,67,30,0,163,40,236.000000
5,67,30,10,164,81,237.000000
5,67,30,0,165,40,238.000000
5,67,30,0,701,61,273.000000
5,68,28,0,454,61,0.000000
5,68,29,0,60,24,26.000000
5,68,29,24,61,108,27.000000
5,68,29,0,62,24,28.000000
5,68,29,0,64,3,30.000000
5,68,29,0,100,54,66.000000
5,68,29,24,101,109,67.000000
5,68,29,0,102,54,68.000000
5,68,30,0,1,61,81.000000
5,68,30,0,10,47,90.000000
5,68,30,0,29,33,109.000000
5,68,30,0,32,9,112.000000
5,68,30,9,33,78,113.000000
5,68,30,0,34,9,114.000000
5,68,30,0,45,52,125.000000
5,68,30,0,53,14,133.000000
5,68,30,0,63,39,143.000000
5,68,30,9,64,79,144.000000
5,68,30,0,65,39,145.000000
5,68,30,0,76,12,156.000000
5,68,30,12,77,84,157.000000
5,68,30,0,78,12,158.000000
5,68,30,0,121,42,201.000000
5,68,30,12,122,85,202.000000
5,68,30,0,123,42,203.000000
5,68,30,0,132,10,212.000000
5,68,30,10,133,80,213.000000
5,68,30,0,134,10,214.000000
5,68,30,0,148,26,228.000000
5,68,30,0,163,40,243.000000
5,68,30,10,164,81,244.000000
5,68,30,0,165,40,245.000000
5,68,30,0,701,61,280.000000
5,69,28,0,484,61,0.000000
5,69,29,0,63,30,8.000000
5,69,29,30,64,120,9.000000
5,69,29,0,65,30,10.000000
5,69,29,0,84,60,29.000000
5,69,29,30,85,121,30.000000
5,69,29,0,86,60,31.000000
5,69,30,0,1,61,50.000000
5,69,30,0,10,47,59.000000
5,69,30,0,29,33,78.000000
5,69,30,0,32,9,81.000000
5,69,30,9,33,78,82.000000
5,69,30,0,34,9,83.000000
5,69,30,0,45,52,94.000000
5,69,30,0,53,14,102.000000
5,69,30,0,63,39,112.000000
5,69,30,9,64,79,113.000000
5,69,30,0,65,39,114.000000
5,69,30,0,76,12,125.000000
5,69,30,12,77,84,126.000000
5,69,30,0,78,12,127.000000
5,69,30,0,121,42,170.000000
5,69,30,12,122,85,171.000000
5,69,30,0,123,42,172.000000
5,69,30,0,132,10,181.000000
5,69,30,10,133,80,182.000000
5,69,30,0,134,10,183.000000
5,69,30,0,148,26,197.000000
5,69,30,0,163,40,212.000000
5,69,30,10,164,81,213.000000
5,69,30,0,165,40,214.000000
5,69,30,0,701,61,249.000000
5,70,28,0,482,61,0.000000
5,70,29,0,10,47,9.000000
5,70,29,0,29,33,28.000000
5,70,29,0,32,9,31.000000
5,70,29,9,33,78,32.000000
5,70,29,0,34,9,33.000000
5,70,29,0,45,52,44.000000
5,70,29,0,53,14,52.000000
5,70,29,0,63,39,62.000000
5,70,29,9,64,79,63.000000
5,70,29,0,65,39,64.000000
5,70,30,0,1,61,83.000000
5,70,30,0,27,17,109.000000
5,70,30,17,28,94,110.000000
5,70,30,0,29,17,111.000000
5,70,30,0,64,47,146.000000
5,70,30,17,65,95,147.000000
5,70,30,0,66,47,148.000000
5,70,30,0,71,16,153.000000
5,70,30,16,72,92,154.000000
5,70,30,0,73,16,155.000000
5,70,30,0,83,46,165.000000
5,70,30,16,84,93,166.000000
5,70,30,0,85,46,167.000000
5,70,30,0,101,10,183.000000
5,70,30,10,102,80,184.000000
5,70,30,0,103,10,185.000000
5,70,30,0,117,26,199.000000
5,70,30,0,132,40,214.000000
5,70,30,10,133,81,215.000000
5,70,30,0,134,40,216.000000
5,70,30,0,701,61,251.000000
5,71,28,0,483,61,0.000000
5,71,29,0,35,16,11.000000
5,71,29,16,36,92,12.000000
5,71,29,0,37,16,13.000000
5,71,29,0,47,46,23.000000
5,71,29,16,48,93,24.000000
5,71,29,0,49,46,25.000000
5,71,30,0,1,61,41.000000
5,71,30,0,10,47,50.000000
5,71,30,0,29,33,69.000000
5,71,30,0,32,9,72.000000
5,71,30,9,33,78,73.000000
5,71,30,0,34,9,74.000000
5,71,30,0,45,52,85.000000
5,71,30,0,53,14,93.000000
5,71,30,0,63,39,103.000000
5,71,30,9,64,79,104.000000
5,71,30,0,65,39,105.000000
5,71,30,0,89,24,129.000000
5,71,30,24,90,108,130.000000
5,71,30,0,91,24,131.000000
5,71,30,0,93,3,133.000000
5,71,30,0,129,54,169.000000
5,71,30,24,130,109,170.000000
5,71,30,0,131,54,171.000000
5,71,30,0,143,10,183.000000
5,71,30,10,144,80,184.000000
5,71,30,0,145,10,185.000000
5,71,30,0,159,26,199.000000
5,71,30,0,174,40,214.000000
5,71,30,10,175,81,215.000000
5,71,30,0,176,40,216.000000
5,71,30,0,701,61,251.000000
5,72,28,0,506,61,0.000000
5,72,29,0,35,16,11.000000
5,72,29,16,36,92,12.000000
5,72,29,0,37,16,13.000000
5,72,29,0,47,46,23.000000
5,72,29,16,48,93,24.000000
5,72,29,0,49,46,25.000000
5,72,29,0,79,9,55.000000
5,72,29,9,80,78,56.000000
5,72,29,0,81,9,57.000000
5,72,29,0,92,52,68.000000
5,72,29,0,100,14,76.000000
5,72,29,0,110,39,86.000000
5,72,29,9,111,79,87.000000
5,72,29,0,112,39,88.000000
5,72,30,0,1,61,107.000000
5,72,30,0,63,30,115.000000
5,72,30,30,64,120,116.000000
5,72,30,0,65,30,117.000000
5,72,30,0,84,60,136.000000
5,72,30,30,85,121,137.000000
5,72,30,0,86,60,138.000000
5,72,30,0,105,10,157.000000
5,72,30,10,106,80,158.000000
5,72,30,0,107,10,159.000000
5,72,30,0,121,26,173.000000
5,72,30,0,136,40,188.000000
5,72,30,10,137,81,189.000000
5,72,30,0,138,40,190.000000
5,72,30,0,701,61,225.000000
5,73,28,0,450,61,0.000000
5,73,29,0,27,17,26.000000
5,73,29,17,28,94,27.000000
5,73,29,0,29,17,28.000000
5,73,29,0,64,47,63.000000
5,73,29,17,65,95,64.000000
5,73,29,0,66,47,65.000000
5,73,30,0,1,61,74.000000
5,73,30,0,10,47,83.000000
5,73,30,0,29,33,102.000000
5,73,30,0,32,9,105.000000
5,73,30,9,33,78,106.000000
5,73,30,0,34,9,107.000000
5,73,30,0,45,52,118.000000
5,73,30,0,53,14,126.000000
5,73,30,0,63,39,136.000000
5,73,30,9,64,79,137.000000
5,73,30,0,65,39,138.000000
5,73,30,0,89,24,162.000000
5,73,30,24,90,108,163.000000
5,73,30,0,91,24,164.000000
5,73,30,0,93,3,166.000000
5,73,30,0,129,54,202.000000
5,73,30,24,130,109,203.000000
5,73,30,0,131,54,204.000000
5,73,30,0,143,10,216.000000
5,73,30,10,144,80,217.000000
5,73,30,0,145,10,218.000000
5,73,30,0,159,26,232.000000
5,73,30,0,174,40,247.000000
5,73,30,10,175,81,248.000000
5,73,30,0,176,40,249.000000
5,73,30,0,701,61,284.000000
5,74,28,0,474,61,0.000000
5,74,29,0,63,30,8.000000
5,74,29,30,64,120,9.000000
5,74,29,0,65,30,10.000000
5,74,29,0,84,60,29.000000
5,74,29,30,85,121,30.000000
5,74,29,0,86,60,31.000000
5,74,30,0,1,61,50.000000
5,74,30,0,10,47,59.000000
5,74,30,0,29,33,78.000000
5,74,30,0,32,9,81.000000
5,74,30,9,33,78,82.000000
5,74,30,0,34,9,83.000000
5,74,30,0,45,52,94.000000
5,74,30,0,53,14,102.000000
5,74,30,0,63,39,112.000000
5,74,30,9,64,79,113.000000
5,74,30,0,65,39,114.000000
5,74,30,0,89,24,138.000000
5,74,30,24,90,108,139.000000
5,74,30,0,91,24,140.000000
5,74,30,0,93,3,142.000000
5,74,30,0,129,54,178.000000
5,74,30,24,130,109,179.000000
5,74,30,0,131,54,180.000000
5,74,30,0,143,10,192.000000
5,74,30,10,144,80,193.000000
5,74,30,0,145,10,194.000000
5,74,30,0,159,26,208.000000
5,74,30,0,174,40,223.000000
5,74,30,10,175,81,224.000000
5,74,30,0,176,40,225.000000
5,74,30,0,701,61,260.000000
5,75,28,0,472,61,0.000000
5,75,29,0,10,47,9.000000
5,75,29,0,29,33,28.000000
5,75,29,0,32,9,31.000000
5,75,29,9,33,78,32.000000
5,75,29,0,34,9,33.000000
5,75,29,0,45,52,44.000000
5,75,29,0,53,14,52.000000
5,75,29,0,63,39,62.000000
5,75,29,9,64,79,63.000000
5,75,29,0,65,39,64.000000
5,75,30,0,1,61,83.000000
5,75,30,0,27,17,109.000000
5,75,30,17,28,94,110.000000
5,75,30,0,29,17,111.000000
5,75,30,0,64,47,146.000000
5,75,30,17,65,95,147.000000
5,75,30,0,66,47,148.000000
5,75,30,0,69,30,151.000000
5,75,30,30,70,120,152.000000
5,75,30,0,71,30,153.000000
5,75,30,0,90,60,172.000000
5,75,30,30,91,121,173.000000
5,75,30,0,92,60,174.000000
5,75,30,0,111,10,193.000000
5,75,30,10,112,80,194.000000
5,75,30,0,113,10,195.000000
5,75,30,0,127,26,209.000000
5,75,30,0,142,40,224.000000
5,75,30,10,143,81,225.000000
5,75,30,0,144,40,226.000000
5,75,30,0,701,61,261.000000
5,76,28,0,508,61,0.000000
5,76,29,0,10,47,9.000000
5,76,29,0,29,33,28.000000
5,76,29,0,32,9,31.000000
5,76,29,9,33,78,32.000000
5,76,29,0,34,9,33.000000
5,76,29,0,45,52,44.000000
5,76,29,0,53,14,52.000000
5,76,29,0,63,39,62.000000
5,76,29,9,64,79,63.000000
5,76,29,0,65,39,64.000000
5,76,29,0,76,12,75.000000
5,76,29,12,77,84,76.000000
5,76,29,0,78,12,77.000000
5,76,29,0,121,42,120.000000
5,76,29,12,122,85,121.000000
5,76,29,0,123,42,122.000000
5,76,30,0,1,61,140.000000
5,76,30,0,35,16,151.000000
5,76,30,16,36,92,152.000000
5,76,30,0,37,16,153.000000
5,76,30,0,47,46,163.000000
5,76,30,16,48,93,164.000000
5,76,30,0,49,46,165.000000
5,76,30,0,66,30,182.000000
5,76,30,30,67,120,183.000000
5,76,30,0,68,30,184.000000
5,76,30,0,87,60,203.000000
5,76,30,30,88,121,204.000000
5,76,30,0,89,60,205.000000
5,76,30,0,701,61,224.000000
5,77,28,0,513,61,0.000000
5,77,29,0,27,17,26.000000
5,77,29,17,28,94,27.000000
5,77,29,0,29,17,28.000000
5,77,29,0,64,47,63.000000
5,77,29,17,65,95,64.000000
5,77,29,0,66,47,65.000000
5,77,29,0,69,30,68.000000
5,77,29,30,70,120,69.000000
5,77,29,0,71,30,70.000000
5,77,29,0,90,60,89.000000
5,77,29,30,91,121,90.000000
5,77,29,0,92,60,91.000000
5,77,30,0,1,61,110.000000
5,77,30,0,35,16,121.000000
5,77,30,16,36,92,122.000000
5,77,30,0,37,16,123.000000
5,77,30,0,47,46,133.000000
5,77,30,16,48,93,134.000000
5,77,30,0,49,46,135.000000
5,77,30,0,79,9,165.000000
5,77,30,9,80,78,166.000000
5,77,30,0,81,9,167.000000
5,77,30,0,92,52,178.000000
5,77,30,0,100,14,186.000000
5,77,30,0,110,39,196.000000
5,77,30,9,111,79,197.000000
5,77,30,0,112,39,198.000000
5,77,30,0,701,61,217.000000
5,78,28,0,513,61,0.000000
5,78,29,0,63,30,8.000000
5,78,29,30,64,120,9.000000
5,78,29,0,65,30,10.000000
5,78,29,0,84,60,29.000000
5,78,29,30,85,121,30.000000
5,78,29,0,86,60,31.000000
5,78,29,0,111,24,56.000000
5,78,29,24,112,108,57.000000
5,78,29,0,113,24,58.000000
5,78,29,0,115,3,60.000000
5,78,29,0,151,54,96.000000
5,78,29,24,152,109,97.000000
5,78,29,0,153,54,98.000000
5,78,30,0,1,61,111.000000
5,78,30,0,35,16,122.000000
5,78,30,16,36,92,123.000000
5,78,30,0,37,16,124.000000
5,78,30,0,47,46,134.000000
5,78,30,16,48,93,135.000000
5,78,30,0,49,46,136.000000
5,78,30,0,79,9,166.000000
5,78,30,9,80,78,167.000000
5,78,30,0,81,9,168.000000
5,78,30,0,92,52,179.000000
5,78,30,0,100,14,187.000000
5,78,30,0,110,39,197.000000
5,78,30,9,111,79,198.000000
5,78,30,0,112,39,199.000000
5,78,30,0,701,61,218.000000
5,79,28,0,480,61,0.000000
5,79,29,0,27,17,26.000000
5,79,29,17,28,94,27.000000
5,79,29,0,29,17,28.000000
5,79,29,0,64,47,63.000000
5,79,29,17,65,95,64.000000
5,79,29,0,66,47,65.000000
5,79,29,0,71,16,70.000000
5,79,29,16,72,92,71.000000
5,79,29,0,73,16,72.000000
5,79,29,0,83,46,82.000000
5,79,29,16,84,93,83.000000
5,79,29,0,85,46,84.000000
5,79,30,0,1,61,100.000000
5,79,30,0,53,12,125.000000
5,79,30,12,54,84,126.000000
5,79,30,0,55,12,127.000000
5,79,30,0,98,42,170.000000
5,79,30,12,99,85,171.000000
5,79,30,0,100,42,172.000000
5,79,30,0,109,10,181.000000
5,79,30,10,110,80,182.000000
5,79,30,0,111,10,183.000000
5,79,30,0,125,26,197.000000
5,79,30,0,140,40,212.000000
5,79,30,10,141,81,213.000000
5,79,30,0,142,40,214.000000
5,79,30,0,701,61,249.000000
5,80,28,0,476,61,0.000000
5,80,29,0,35,16,11.000000
5,80,29,16,36,92,12.000000
5,80,29,0,37,16,13.000000
5,80,29,0,47,46,23.000000
5,80,29,16,48,93,24.000000
5,80,29,0,49,46,25.000000
5,80,29,0,74,24,50.000000
5,80,29,24,75,108,51.000000
5,80,29,0,76,24,52.000000
5,80,29,0,78,3,54.000000
5,80,29,0,114,54,90.000000
5,80,29,24,115,109,91.000000
5,80,29,0,116,54,92.000000
5,80,30,0,1,61,105.000000
5,80,30,0,53,12,130.000000
5,80,30,12,54,84,131.000000
5,80,30,0,55,12,132.000000
5,80,30,0,98,42,175.000000
5,80,30,12,99,85,176.000000
5,80,30,0,100,42,177.000000
5,80,30,0,109,10,186.000000
5,80,30,10,110,80,187.000000
5,80,30,0,111,10,188.000000
5,80,30,0,125,26,202.000000
5,80,30,0,140,40,217.000000
5,80,30,10,141,81,218.000000
5,80,30,0,142,40,219.000000
5,80,30,0,701,61,254.000000
5,81,28,0,496,61,0.000000
5,81,29,0,35,16,11.000000
5,81,29,16,36,92,12.000000
5,81,29,0,37,16,13.000000
5,81,29,0,47,46,23.000000
5,81,29,16,48,93,24.000000
5,81,29,0,49,46,25.000000
5,81,29,0,66,30,42.000000
5,81,29,30,67,120,43.000000
5,81,29,0,68,30,44.000000
5,81,29,0,87,60,63.000000
5,81,29,30,88,121,64.000000
5,81,29,0,89,60,65.000000
5,81,30,0,1,61,84.000000
5,81,30,0,53,12,109.000000
5,81,30,12,54,84,110.000000
5,81,30,0,55,12,111.000000
5,81,30,0,98,42,154.000000
5,81,30,12,99,85,155.000000
5,81,30,0,100,42,156.000000
5,81,30,0,109,10,165.000000
5,81,30,10,110,80,166.000000
5,81,30,0,111,10,167.000000
5,81,30,0,125,26,181.000000
5,81,30,0,140,40,196.000000
5,81,30,10,141,81,197.000000
5,81,30,0,142,40,198.000000
5,81,30,0,701,61,233.000000
5,82,28,0,444,61,0.000000
5,82,29,0,27,17,26.000000
5,82,29,17,28,94,27.000000
5,82,29,0,29,17,28.000000
5,82,29,0,64,47,63.000000
5,82,29,17,65,95,64.000000
5,82,29,0,66,47,65.000000
5,82,29,0,83,24,82.000000
5,82,29,24,84,108,83.000000
5,82,29,0,85,24,84.000000
5,82,29,0,87,3,86.000000
5,82,29,0,123,54,122.000000
5,82,29,24,124,109,123.000000
5,82,29,0,125,54,124.000000
5,82,30,0,1,61,137.000000
5,82,30,0,53,12,162.000000
5,82,30,12,54,84,163.000000
5,82,30,0,55,12,164.000000
5,82,30,0,98,42,207.000000
5,82,30,12,99,85,208.000000
5,82,30,0,100,42,209.000000
5,82,30,0,109,10,218.000000
5,82,30,10,110,80,219.000000
5,82,30,0,111,10,220.000000
5,82,30,0,125,26,234.000000
5,82,30,0,140,40,249.000000
5,82,30,10,141,81,250.000000
5,82,30,0,142,40,251.000000
5,82,30,0,701,61,286.000000
5,83,28,0,472,61,0.000000
5,83,29,0,63,30,8.000000
5,83,29,30,64,120,9.000000
5,83,29,0,65,30,10.000000
5,83,29,0,84,60,29.000000
5,83,29,30,85,121,30.000000
5,83,29,0,86,60,31.000000
5,83,30,0,1,61,50.000000
5,83,30,0,27,17,76.000000
5,83,30,17,28,94,77.000000
5,83,30,0,29,17,78.000000
5,83,30,0,64,47,113.000000
5,83,30,17,65,95,114.000000
5,83,30,0,66,47,115.000000
5,83,30,0,78,14,127.000000
5,83,30,0,85,12,134.000000
5,83,30,12,86,84,135.000000
5,83,30,0,87,12,136.000000
5,83,30,0,130,42,179.000000
5,83,30,12,131,85,180.000000
5,83,30,0,132,42,181.000000
5,83,30,0,141,10,190.000000
5,83,30,10,142,80,191.000000
5,83,30,0,143,10,192.000000
5,83,30,0,157,26,206.000000
5,83,30,0,172,40,221.000000
5,83,30,10,173,81,222.000000
5,83,30,0,174,40,223.000000
5,83,30,0,701,61,258.000000
5,84,28,0,488,61,0.000000
5,84,29,0,27,17,26.000000
5,84,29,17,28,94,27.000000
5,84,29,0,29,17,28.000000
5,84,29,0,64,47,63.000000
5,84,29,17,65,95,64.000000
5,84,29,0,66,47,65.000000
5,84,29,0,71,16,70.000000
5,84,29,16,72,92,71.000000
5,84,29,0,73,16,72.000000
5,84,29,0,83,46,82.000000
5,84,29,16,84,93,83.000000
5,84,29,0,85,46,84.000000
5,84,29,0,110,24,109.000000
5,84,29,24,111,108,110.000000
5,84,29,0,112,24,111.000000
5,84,29,0,114,3,113.000000
5,84,29,0,150,54,149.000000
5,84,29,24,151,109,150.000000
5,84,29,0,152,54,151.000000
5,84,30,0,1,61,164.000000
5,84,30,0,95,10,174.000000
5,84,30,10,96,80,175.000000
5,84,30,0,97,10,176.000000
5,84,30,0,111,26,190.000000
5,84,30,0,126,40,205.000000
5,84,30,10,127,81,206.000000
5,84,30,0,128,40,207.000000
5,84,30,0,701,61,242.000000
5,85,28,0,510,61,0.000000
5,85,29,0,63,30,8.000000
5,85,29,30,64,120,9.000000
5,85,29,0,65,30,10.000000
5,85,29,0,84,60,29.000000
5,85,29,30,85,121,30.000000
5,85,29,0,86,60,31.000000
5,85,29,0,111,24,56.000000
5,85,29,24,112,108,57.000000
5,85,29,0,113,24,58.000000
5,85,29,0,115,3,60.000000
5,85,29,0,151,54,96.000000
5,85,29,24,152,109,97.000000
5,85,29,0,153,54,98.000000
5,85,30,0,1,61,111.000000
5,85,30,0,35,16,122.000000
5,85,30,16,36,92,123.000000
5,85,30,0,37,16,124.000000
5,85,30,0,47,46,134.000000
5,85,30,16,48,93,135.000000
5,85,30,0,49,46,136.000000
5,85,30,0,95,10,152.000000
5,85,30,10,96,80,153.000000
5,85,30,0,97,10,154.000000
5,85,30,0,111,26,168.000000
5,85,30,0,126,40,183.000000
5,85,30,10,127,81,184.000000
5,85,30,0,128,40,185.000000
5,85,30,0,701,61,220.000000
5,86,28,0,481,61,0.000000
5,86,29,0,27,17,26.000000
5,86,29,17,28,94,27.000000
5,86,29,0,29,17,28.000000
5,86,29,0,64,47,63.000000
5,86,29,17,65,95,64.000000
5,86,29,0,66,47,65.000000
5,86,29,0,69,30,68.000000
5,86,29,30,70,120,69.000000
5,86,29,0,71,30,70.000000
5,86,29,0,90,60,89.000000
5,86,29,30,91,121,90.000000
5,86,29,0,92,60,91.000000
5,86,29,0,117,24,116.000000
5,86,29,24,118,108,117.000000
5,86,29,0,119,24,118.000000
5,86,29,0,121,3,120.000000
5,86,29,0,157,54,156.000000
5,86,29,24,158,109,157.000000
5,86,29,0,159,54,158.000000
5,86,30,0,1,61,171.000000
5,86,30,0,95,10,181.000000
5,86,30,10,96,80,182.000000
5,86,30,0,97,10,183.000000
5,86,30,0,111,26,197.000000
5,86,30,0,126,40,212.000000
5,86,30,10,127,81,213.000000
5,86,30,0,128,40,214.000000
5,86,30,0,701,61,249.000000
5,87,28,0,490,61,0.000000
5,87,29,0,10,47,9.000000
5,87,29,0,29,33,28.000000
5,87,29,0,32,9,31.000000
5,87,29,9,33,78,32.000000
5,87,29,0,34,9,33.000000
5,87,29,0,45,52,44.000000
5,87,29,0,53,14,52.000000
5,87,29,0,63,39,62.000000
5,87,29,9,64,79,63.000000
5,87,29,0,65,39,64.000000
5,87,29,0,89,24,88.000000
5,87,29,24,90,108,89.000000
5,87,29,0,91,24,90.000000
5,87,29,0,93,3,92.000000
5,87,29,0,129,54,128.000000
5,87,29,24,130,109,129.000000
5,87,29,0,131,54,130.000000
5,87,30,0,1,61,143.000000
5,87,30,0,27,17,169.000000
5,87,30,17,28,94,170.000000
5,87,30,0,29,17,171.000000
5,87,30,0,64,47,206.000000
5,87,30,17,65,95,207.000000
5,87,30,0,66,47,208.000000
5,87,30,0,71,16,213.000000
5,87,30,16,72,92,214.000000
5,87,30,0,73,16,215.000000
5,87,30,0,83,46,225.000000
5,87,30,16,84,93,226.000000
5,87,30,0,85,46,227.000000
5,87,30,0,701,61,243.000000
5,88,28,0,475,61,0.000000
5,88,29,0,27,17,26.000000
5,88,29,17,28,94,27.000000
5,88,29,0,29,17,28.000000
5,88,29,0,64,47,63.000000
5,88,29,17,65,95,64.000000
5,88,29,0,66,47,65.000000
5,88,29,0,71,16,70.000000
5,88,29,16,72,92,71.000000
5,88,29,0,73,16,72.000000
5,88,29,0,83,46,82.000000
5,88,29,16,84,93,83.000000
5,88,29,0,85,46,84.000000
5,88,29,0,110,24,109.000000
5,88,29,24,111,108,110.000000
5,88,29,0,112,24,111.000000
5,88,29,0,114,3,113.000000
5,88,29,0,150,54,149.000000
5,88,29,24,151,109,150.000000
5,88,29,0,152,54,151.000000
5,88,30,0,1,61,164.000000
5,88,30,0,53,12,189.000000
5,88,30,12,54,84,190.000000
5,88,30,0,55,12,191.000000
5,88,30,0,98,42,234.000000
5,88,30,12,99,85,235.000000
5,88,30,0,100,42,236.000000
5,88,30,0,701,61,254.000000
5,89,28,0,518,61,0.000000
5,89,29,0,63,30,8.000000
5,89,29,30,64,120,9.000000
5,89,29,0,65,30,10.000000
5,89,29,0,84,60,29.000000
5,89,29,30,85,121,30.000000
5,89,29,0,86,60,31.000000
5,89,29,0,111,24,56.000000
5,89,29,24,112,108,57.000000
5,89,29,0,113,24,58.000000
5,89,29,0,115,3,60.000000
5,89,29,0,151,54,96.000000
5,89,29,24,152,109,97.000000
5,89,29,0,153,54,98.000000
5,89,30,0,1,61,111.000000
5,89,30,0,27,17,137.000000
5,89,30,17,28,94,138.000000
5,89,30,0,29,17,139.000000
5,89,30,0,64,47,174.000000
5,89,30,17,65,95,175.000000
5,89,30,0,66,47,176.000000
5,89,30,0,71,16,181.000000
5,89,30,16,72,92,182.000000
5,89,30,0,73,16,183.000000
5,89,30,0,83,46,193.000000
5,89,30,16,84,93,194.000000
5,89,30,0,85,46,195.000000
5,89,30,0,701,61,211.000000
5,90,28,0,496,61,0.000000
5,90,29,0,27,17,26.000000
5,90,29,17,28,94,27.000000
5,90,29,0,29,17,28.000000
5,90,29,0,64,47,63.000000
5,90,29,17,65,95,64.000000
5,90,29,0,66,47,65.000000
5,90,29,0,78,14,77.000000
5,90,29,0,85,12,84.000000
5,90,29,12,86,84,85.000000
5,90,29,0,87,12,86.000000
5,90,29,0,130,42,129.000000
5,90,29,12,131,85,130.000000
5,90,29,0,132,42,131.000000
5,90,30,0,1,61,149.000000
5,90,30,0,35,16,160.000000
5,90,30,16,36,92,161.000000
5,90,30,0,37,16,162.000000
5,90,30,0,47,46,172.000000
5,90,30,16,48,93,173.000000
5,90,30,0,49,46,174.000000
5,90,30,0,66,30,191.000000
5,90,30,30,67,120,192.000000
5,90,30,0,68,30,193.000000
5,90,30,0,87,60,212.000000
5,90,30,30,88,121,213.000000
5,90,30,0,89,60,214.000000
5,90,30,0,701,61,233.000000
5,91,28,0,494,61,0.000000
5,91,29,0,35,16,11.000000
5,91,29,16,36,92,12.000000
5,91,29,0,37,16,13.000000
5,91,29,0,47,46,23.000000
5,91,29,16,48,93,24.000000
5,91,29,0,49,46,25.000000
5,91,29,0,66,30,42.000000
5,91,29,30,67,120,43.000000
5,91,29,0,68,30,44.000000
5,91,29,0,87,60,63.000000
5,91,29,30,88,121,64.000000
5,91,29,0,89,60,65.000000
5,91,29,0,114,24,90.000000
5,91,29,24,115,108,91.000000
5,91,29,0,116,24,92.000000
5,91,29,0,118,3,94.000000
5,91,29,0,154,54,130.000000
5,91,29,24,155,109,131.000000
5,91,29,0,156,54,132.000000
5,91,30,0,1,61,145.000000
5,91,30,0,53,12,170.000000
5,91,30,12,54,84,171.000000
5,91,30,0,55,12,172.000000
5,91,30,0,98,42,215.000000
5,91,30,12,99,85,216.000000
5,91,30,0,100,42,217.000000
5,91,30,0,701,61,235.000000
5,92,28,0,480,61,0.000000
5,92,29,0,10,47,9.000000
5,92,29,0,29,33,28.000000
5,92,29,0,32,9,31.000000
5,92,29,9,33,78,32.000000
5,92,29,0,34,9,33.000000
5,92,29,0,45,52,44.000000
5,92,29,0,53,14,52.000000
5,92,29,0,63,39,62.000000
5,92,29,9,64,79,63.000000
5,92,29,0,65,39,64.000000
5,92,29,0,89,24,88.000000
5,92,29,24,90,108,89.000000
5,92,29,0,91,24,90.000000
5,92,29,0,93,3,92.000000
5,92,29,0,129,54,128.000000
5,92,29,24,130,109,129.000000
5,92,29,0,131,54,130.000000
5,92,30,0,1,61,143.000000
5,92,30,0,27,17,169.000000
5,92,30,17,28,94,170.000000
5,92,30,0,29,17,171.000000
5,92,30,0,64,47,206.000000
5,92,30,17,65,95,207.000000
5,92,30,0,66,47,208.000000
5,92,30,0,69,30,211.000000
5,92,30,30,70,120,212.000000
5,92,30,0,71,30,213.000000
5,92,30,0,90,60,232.000000
5,92,30,30,91,121,233.000000
5,92,30,0,92,60,234.000000
5,92,30,0,701,61,253.000000
5,93,28,0,470,61,0.000000
5,93,29,0,63,30,8.000000
5,93,29,30,64,120,9.000000
